total_sqft,bath,balcony
-0.3922890252413638,-0.5036057340532742,-0.7171304236966521
0.936447878066734,1.9477957943999529,1.73174433043081
-0.0618259612061892,-0.5036057340532742,1.73174433043081
0.007881091363730438,0.31352810876446807,-0.7171304236966521
-0.2683653762281733,-0.5036057340532742,-0.7171304236966521
-0.2941828031059213,-0.5036057340532742,-0.7171304236966521
-0.1737014776764306,0.31352810876446807,-0.7171304236966521
0.24798316132678697,-0.5036057340532742,0.507306953367079
1.095655343812847,1.9477957943999529,1.73174433043081
-0.4404815554131601,-0.5036057340532742,-0.7171304236966521
-0.3544234658206667,-0.5036057340532742,0.507306953367079
0.6352445644930073,0.31352810876446807,0.507306953367079
-0.28987989862629665,-0.5036057340532742,0.507306953367079
-0.285576994146672,0.31352810876446807,0.507306953367079
0.02423212838630418,0.31352810876446807,1.73174433043081
1.0827466303739728,1.1306619515822105,0.507306953367079
-0.3544234658206667,-0.5036057340532742,0.507306953367079
-0.7847139137831336,-1.3207395768710166,-0.7171304236966521
0.20925702101016497,0.31352810876446807,-0.7171304236966521
1.1085640572517208,1.9477957943999529,0.507306953367079
0.21958399176126417,0.31352810876446807,-0.7171304236966521
-0.8621661944163777,-1.3207395768710166,-1.9415678007603834
-0.22533633143192663,0.31352810876446807,0.507306953367079
-0.7330790600276376,-1.3207395768710166,-0.7171304236966521
0.08447279110104955,0.31352810876446807,0.507306953367079
-0.31053384012849505,-0.5036057340532742,0.507306953367079
-0.41896703301503674,-0.5036057340532742,-0.7171304236966521
0.8288752660761173,1.1306619515822105,-1.9415678007603834
-0.37593798821879004,-0.5036057340532742,-0.7171304236966521
0.21355992548978964,-0.5036057340532742,0.507306953367079
0.15590100546281907,0.31352810876446807,1.73174433043081
-0.6986558241906402,-0.5036057340532742,-0.7171304236966521
-0.3802408926984147,-0.5036057340532742,-0.7171304236966521
0.182579013236492,0.31352810876446807,0.507306953367079
-0.19091309559492928,-0.5036057340532742,0.507306953367079
-0.31741848729589456,-0.5036057340532742,0.507306953367079
-0.22189400784822688,0.31352810876446807,0.507306953367079
-0.7847139137831336,-1.3207395768710166,-1.9415678007603834
-0.7330790600276376,-1.3207395768710166,-1.9415678007603834
-0.15585302989494745,-0.5036057340532742,0.507306953367079
-0.4662989822909081,-0.5036057340532742,-1.9415678007603834
-0.045474924183615456,-0.5036057340532742,-0.7171304236966521
-0.6125977345981468,-1.3207395768710166,-0.7171304236966521
-0.5532176527793264,-0.5036057340532742,-0.7171304236966521
-0.20812471351342796,-0.5036057340532742,-0.7171304236966521
0.13610764485654558,0.31352810876446807,-0.7171304236966521
0.42870514947102306,0.31352810876446807,0.507306953367079
-0.2812740896670473,-0.5036057340532742,0.507306953367079
0.07586698214180021,-0.5036057340532742,1.73174433043081
-0.2683653762281733,-0.5036057340532742,0.507306953367079
-0.010191107450693172,-0.5036057340532742,0.507306953367079
-0.09022513077171201,1.1306619515822105,-0.7171304236966521
-0.5781744987611495,-0.5036057340532742,0.507306953367079
2.4811905862519903,0.31352810876446807,0.507306953367079
-0.5738715942815248,-0.5036057340532742,-0.7171304236966521
3.6042486554340294,1.9477957943999529,1.73174433043081
-0.30278861206517066,-0.5036057340532742,0.507306953367079
1.2806802364367076,4.399197322853181,-1.9415678007603834
-0.3544234658206667,-0.5036057340532742,-0.7171304236966521
-0.32000022998366934,-0.5036057340532742,1.73174433043081
-0.2511537583096746,-0.5036057340532742,-0.7171304236966521
-0.13927824183943324,3.582063480035438,-1.9415678007603834
-0.4361786509335354,-0.5036057340532742,-0.7171304236966521
